Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
1303;Essen-Bredeney;WRTR;25.12.2002-12:00;26.12.2002-10:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;26.12.2002-12:00;02.01.2003-06:00;162;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;02.01.2003-08:00;03.01.2003-12:00;28;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;03.01.2003-20:00;05.01.2003-04:00;32;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;05.01.2003-11:00;05.01.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.01.2003-05:00;09.01.2003-04:00;71;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;09.01.2003-11:00;09.01.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.01.2003-08:00;24.01.2003-04:00;332;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;24.01.2003-11:00;24.01.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.01.2003-06:00;29.01.2003-04:00;94;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.01.2003-11:00;29.01.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.01.2003-05:00;07.02.2003-04:00;191;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;07.02.2003-11:00;07.02.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.02.2003-05:00;19.02.2003-06:00;265;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;19.02.2003-08:00;23.02.2003-06:00;94;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;23.02.2003-08:00;23.02.2003-12:00;4;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.02.2003-18:00;24.02.2003-04:00;10;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;24.02.2003-11:00;24.02.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.02.2003-05:00;25.02.2003-06:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.02.2003-08:00;27.02.2003-06:00;46;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.02.2003-11:00;27.02.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.02.2003-06:00;02.03.2003-06:00;48;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;02.03.2003-08:00;03.03.2003-04:00;20;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;03.03.2003-11:00;03.03.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.03.2003-05:00;07.03.2003-06:00;73;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;07.03.2003-08:00;08.03.2003-06:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;08.03.2003-08:00;15.03.2003-06:00;166;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;15.03.2003-08:00;16.03.2003-06:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;16.03.2003-08:00;16.03.2003-12:00;4;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.03.2003-18:00;19.03.2003-04:00;58;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;19.03.2003-11:00;19.03.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.03.2003-05:00;22.03.2003-04:00;47;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;22.03.2003-09:00;22.03.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.03.2003-05:00;26.03.2003-04:00;71;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;26.03.2003-11:00;26.03.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.03.2003-05:00;06.04.2003-03:00;238;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;06.04.2003-09:00;06.04.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.04.2003-03:00;07.04.2003-06:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.04.2003-08:00;12.04.2003-06:00;118;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;12.04.2003-08:00;18.04.2003-06:00;142;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;18.04.2003-08:00;18.04.2003-09:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.04.2003-12:00;20.04.2003-03:00;39;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;20.04.2003-09:00;20.04.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.04.2003-05:00;22.04.2003-03:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;22.04.2003-09:00;22.04.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.04.2003-03:00;26.04.2003-06:00;75;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;26.04.2003-08:00;29.04.2003-03:00;67;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.04.2003-09:00;29.04.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.04.2003-05:00;03.05.2003-09:00;76;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;03.05.2003-11:00;04.05.2003-03:00;16;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;04.05.2003-09:00;04.05.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.05.2003-03:00;08.05.2003-09:00;78;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;08.05.2003-12:00;10.05.2003-06:00;42;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;10.05.2003-08:00;13.05.2003-03:00;67;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;13.05.2003-09:00;13.05.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.05.2003-03:00;16.05.2003-06:00;51;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;16.05.2003-08:00;17.05.2003-09:00;25;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;17.05.2003-12:00;18.05.2003-03:00;15;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;18.05.2003-09:00;18.05.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.05.2003-03:00;21.05.2003-06:00;51;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;21.05.2003-08:00;08.06.2003-12:00;436;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;08.06.2003-18:00;11.06.2003-10:00;64;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;11.06.2003-18:00;14.06.2003-09:00;63;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;14.06.2003-12:00;15.06.2003-03:00;15;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;15.06.2003-09:00;15.06.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.06.2003-03:00;20.06.2003-03:00;96;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;20.06.2003-09:00;20.06.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.06.2003-03:00;22.06.2003-03:00;24;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;22.06.2003-09:00;22.06.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.06.2003-03:00;25.06.2003-10:00;55;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;25.06.2003-18:00;27.06.2003-03:00;33;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.06.2003-09:00;27.06.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.06.2003-03:00;05.07.2003-06:00;171;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;05.07.2003-08:00;05.07.2003-09:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.07.2003-12:00;06.07.2003-03:00;15;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;06.07.2003-09:00;06.07.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.07.2003-03:00;10.07.2003-06:00;75;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;10.07.2003-08:00;12.07.2003-06:00;46;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;12.07.2003-08:00;15.07.2003-06:00;70;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;15.07.2003-08:00;19.07.2003-09:00;97;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;19.07.2003-12:00;20.07.2003-03:00;15;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;20.07.2003-09:00;20.07.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.07.2003-03:00;26.07.2003-03:00;120;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;26.07.2003-11:00;27.07.2003-03:00;16;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.07.2003-09:00;27.07.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.07.2003-03:00;09.08.2003-03:00;288;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;09.08.2003-09:00;10.08.2003-03:00;18;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;10.08.2003-09:00;10.08.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.08.2003-03:00;18.08.2003-10:00;175;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;18.08.2003-18:00;23.08.2003-03:00;105;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;23.08.2003-09:00;24.08.2003-03:00;18;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;24.08.2003-09:00;24.08.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.08.2003-03:00;27.08.2003-06:00;51;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.08.2003-08:00;29.08.2003-03:00;43;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.08.2003-09:00;29.08.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.08.2003-03:00;30.08.2003-06:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.08.2003-08:00;04.09.2003-06:00;118;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;04.09.2003-08:00;05.09.2003-06:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;05.09.2003-08:00;07.09.2003-03:00;43;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;07.09.2003-09:00;07.09.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.09.2003-03:00;17.09.2003-10:00;223;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;17.09.2003-18:00;19.09.2003-03:00;33;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;19.09.2003-09:00;19.09.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.09.2003-03:00;20.09.2003-18:00;15;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;21.09.2003-03:00;23.09.2003-06:00;51;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;23.09.2003-08:00;28.09.2003-03:00;115;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;28.09.2003-09:00;28.09.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.09.2003-03:00;29.09.2003-06:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.09.2003-08:00;01.10.2003-10:00;50;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;01.10.2003-18:00;04.10.2003-10:00;64;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;04.10.2003-18:00;05.10.2003-03:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.10.2003-09:00;05.10.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.10.2003-03:00;07.10.2003-09:00;30;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;07.10.2003-11:00;09.10.2003-10:00;47;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;09.10.2003-18:00;11.10.2003-10:00;40;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;11.10.2003-18:00;12.10.2003-03:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.10.2003-09:00;12.10.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.10.2003-03:00;14.10.2003-06:00;27;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;14.10.2003-08:00;17.10.2003-06:00;70;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;17.10.2003-08:00;22.10.2003-06:00;118;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;22.10.2003-08:00;27.10.2003-04:00;116;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;27.10.2003-11:00;27.10.2003-19:00;8;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.10.2003-06:00;29.10.2003-04:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.10.2003-11:00;29.10.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.10.2003-06:00;07.11.2003-06:00;192;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;07.11.2003-08:00;14.11.2003-06:00;166;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;14.11.2003-08:00;16.11.2003-06:00;46;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;16.11.2003-08:00;21.11.2003-04:00;116;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;21.11.2003-11:00;21.11.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.11.2003-08:00;23.11.2003-04:00;20;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;23.11.2003-11:00;23.11.2003-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.11.2003-06:00;25.11.2003-06:00;24;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;25.11.2003-08:00;26.11.2003-06:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;26.11.2003-08:00;08.12.2003-06:00;286;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;08.12.2003-08:00;11.12.2003-06:00;70;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;11.12.2003-08:00;16.12.2003-06:00;118;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;16.12.2003-08:00;22.12.2003-06:00;142;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;22.12.2003-09:00;22.12.2003-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.12.2003-06:00;01.01.2004-04:00;214;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;01.01.2004-11:00;01.01.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.01.2004-05:00;20.01.2004-06:00;433;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;20.01.2004-08:00;23.01.2004-04:00;68;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;23.01.2004-11:00;23.01.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.01.2004-05:00;25.01.2004-04:00;23;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;25.01.2004-09:00;25.01.2004-19:00;10;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;26.01.2004-06:00;28.01.2004-06:00;48;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;28.01.2004-08:00;29.01.2004-12:00;28;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.01.2004-18:00;01.02.2004-12:00;66;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;01.02.2004-18:00;05.02.2004-04:00;82;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;05.02.2004-11:00;05.02.2004-19:00;8;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.02.2004-05:00;11.02.2004-04:00;119;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;11.02.2004-11:00;11.02.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.02.2004-05:00;12.02.2004-06:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.02.2004-08:00;21.02.2004-06:00;214;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;21.02.2004-08:00;22.02.2004-04:00;20;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;22.02.2004-11:00;22.02.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.02.2004-05:00;23.02.2004-18:00;13;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;24.02.2004-05:00;29.02.2004-12:00;127;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;29.02.2004-18:00;08.03.2004-04:00;178;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;08.03.2004-11:00;08.03.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.03.2004-05:00;10.03.2004-06:00;25;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;10.03.2004-08:00;10.03.2004-12:00;4;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.03.2004-18:00;14.03.2004-04:00;82;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;14.03.2004-12:00;19.03.2004-06:00;114;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;19.03.2004-08:00;21.03.2004-04:00;44;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;21.03.2004-11:00;21.03.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.03.2004-05:00;25.03.2004-04:00;71;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;25.03.2004-11:00;25.03.2004-18:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.03.2004-05:00;26.03.2004-06:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.03.2004-08:00;27.03.2004-09:00;25;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.03.2004-12:00;29.03.2004-16:00;52;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.03.2004-18:00;02.04.2004-06:00;84;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;02.04.2004-08:00;03.04.2004-03:00;19;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;03.04.2004-09:00;03.04.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.04.2004-03:00;12.04.2004-06:00;195;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;12.04.2004-08:00;12.04.2004-16:00;8;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.04.2004-18:00;14.04.2004-09:00;39;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;14.04.2004-11:00;15.04.2004-03:00;16;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;15.04.2004-09:00;15.04.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.04.2004-03:00;17.04.2004-03:00;24;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;17.04.2004-09:00;17.04.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.04.2004-03:00;24.04.2004-06:00;147;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;24.04.2004-08:00;27.04.2004-04:00;68;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.04.2004-09:00;27.04.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.04.2004-03:00;28.04.2004-06:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.04.2004-08:00;01.05.2004-03:00;67;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;01.05.2004-11:00;02.05.2004-03:00;16;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;02.05.2004-09:00;02.05.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.05.2004-03:00;05.05.2004-06:00;51;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;05.05.2004-08:00;06.05.2004-06:00;22;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;06.05.2004-08:00;15.05.2004-03:00;211;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;15.05.2004-09:00;16.05.2004-03:00;18;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;16.05.2004-09:00;16.05.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.05.2004-03:00;17.05.2004-06:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.05.2004-08:00;20.05.2004-03:00;67;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;20.05.2004-09:00;20.05.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.05.2004-03:00;27.05.2004-06:00;147;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;27.05.2004-08:00;29.05.2004-03:00;43;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;29.05.2004-09:00;30.05.2004-03:00;18;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;30.05.2004-09:00;30.05.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;31.05.2004-03:00;03.06.2004-04:00;73;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;03.06.2004-09:00;03.06.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.06.2004-05:00;07.06.2004-03:00;70;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;07.06.2004-09:00;07.06.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.06.2004-03:00;09.06.2004-03:00;24;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;09.06.2004-09:00;09.06.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.06.2004-03:00;12.06.2004-03:00;48;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;12.06.2004-09:00;13.06.2004-03:00;18;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;13.06.2004-09:00;15.06.2004-06:00;45;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;15.06.2004-08:00;18.06.2004-06:00;70;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;18.06.2004-08:00;03.07.2004-09:00;361;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;03.07.2004-12:00;04.07.2004-03:00;15;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;04.07.2004-09:00;04.07.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.07.2004-03:00;12.07.2004-06:00;171;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;12.07.2004-08:00;13.07.2004-03:00;19;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;13.07.2004-09:00;13.07.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.07.2004-03:00;17.07.2004-06:00;75;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;17.07.2004-08:00;18.07.2004-03:00;19;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;18.07.2004-09:00;18.07.2004-18:00;9;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.07.2004-03:00;20.07.2004-09:00;30;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;20.07.2004-11:00;26.07.2004-10:00;143;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;26.07.2004-17:00;27.07.2004-06:00;13;;eor;                                                                                                                                     
1303;Essen-Bredeney;WRTR;27.07.2004-08:00;01.08.2004-03:00;115;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;01.08.2004-09:00;01.08.2004-18:00;9;;eor;                                                                                                                                      
